category,sub_category,product_id,title,sku_id,currency_name,sale_price_format,origin_price_format,discount_format,score,review_count,sold_count,seller_id,shop_name,updated_at,canonical_url
mobile-phone-accessories,phone-holders-mounts,1730875818363095375,"Giá đỡ điện thoại để bàn gấp gọn Phụ Kiện Phone, có thể điều chỉnh góc độ từ 0-72 độ",1730875915520608591,VND,15.840,16.800,6%,4.2,6,56,7495436733378234703,Gia Dụng Đông SG,1754577828091,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-gap-gon-%C4%91ieu-chinh-%C4%91o-song-tu-0-72/1730875818363095375
mobile-phone-accessories,phone-holders-mounts,1731902377818359597,"UGREEN Tay Cầm Giá Đỡ Nhẫn Nam Châm Magnetic, Gập Gọn Tiện Lợi, Giá Đỡ Điện Thoại Vô Hình, Tương Thích iPhone 17 16 15 Pro Max & Samsung S24 Ultra, Mã: 65228",1731902412253857581,VND,177.000,199.000,11%,4.9,18,164,7495889090776632109,UGREEN Vietnam Shop,1755098609791,https://www.tiktok.com/shop/vn/pdp/tay-cam-gia-%C4%91o-nhan-nam-cham-magsafe-ugreen-tuong-thich-iphone-15-pro-max-samsung-s24-ultra-mau/1731902377818359597
mobile-phone-accessories,phone-holders-mounts,1731539368304871484,"XT02 Giá Đỡ Điện Thoại, Điều Khiển Bluetooth Không Dây, Dài 68cm, Có Thể Dùng Làm Giá Đỡ Điện Thoại",1731539368304937020,VND,29.500,59.000,50%,5.0,1,14,7495695696864512060,Vietnam Digital,1754843109985,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-xt02-%C4%91ieu-khien-bluetooth-dai-68cm-abs-%C4%91en/1731539368304871484
mobile-phone-accessories,phone-holders-mounts,1730933320367835610,"Giá Kẹp Đỡ Điện Thoại/ MTB Kim Loại Có Khớp Chỉnh, Kẹp Bàn, Đầu Giường, Dùng Cho Livestream, Xem Phim Chống Mỏi Tay",1730933390214662618,VND,169.000,209.000,19%,4.3,50,877,7495167370511419866,TINAN Office,1754578558083,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-may-tinh-bang-thiet-ke-linh-hoat/1730933320367835610
mobile-phone-accessories,phone-holders-mounts,1730074519394945073,"Giá Đỡ Điện Thoại, Ipad Hình Tai Thỏ Màu Sắc Pastel Phụ Kiện Phone",1730074519395076145,VND,18.500,30.000,38%,4.6,90,912,7495158204168833073,Masknoidiatrung.1997,1754837627680,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-hinh-tai-tho-pastel-chong-truot-tien-loi/1730074519394945073
mobile-phone-accessories,phone-holders-mounts,1730785903271053460,"Giá Đỡ Điện Thoại - Xoay 360 Độ, Bản Lề Cứng Cáp Chắc Chắn, Đế Kê Điện Thoại Xem Livestream, Xem Phim",1730786458282723476,VND,48.000,59.000,19%,0.0,0,2251,7494934450043848852,FUSION-X STORE,1754839121296,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-xoay-360-%C4%91o-chat-lieu-nhom-nhua-%C4%91e-ke-chac-chan/1730785903271053460
mobile-phone-accessories,phone-holders-mounts,1732711436972951225,"Giá Chân Đế Điện Thoại Siêu Mỏng, Kích Thước Nhỏ, Thiết Kế Sáng Tạo, Có Thể Gập Lại Và Cầm Tay Giá Đỡ Đa Năng",1732711436973016761,VND,59.000,118.000,50%,0.0,0,11,8651546901341111993,BODABAIHUO,1759503159401,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-sieu-mong-thiet-ke-sang-tao-gap-gon/1732711436972951225
mobile-phone-accessories,phone-holders-mounts,1731962806403892598,Giá Đỡ điện thȯại Gỗ Thú Lớn,1731962905010144630,VND,10.000,,,4.3,16,142,7494570109035841910,tinphongshop,0,https://www.tiktok.com/shop/vn/pdp/1731962806403892598
mobile-phone-accessories,phone-holders-mounts,1732826685112878543,"Giá đỡ điện thoại xe máy SSGD-03, giá đỡ gắn chân gương và gắn ghi đông, nhiều màu để lựa chọn, dễ sử dựng và lắp rắp",1732827905457227215,VND,36.000,60.000,40%,0.0,0,6,7494192347220182479,Sang sang lighting,1760797239711,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-xe-may-ssgd-03-gan-chan-guong-ghi-%C4%91ong-nhieu-mau/1732826685112878543
mobile-phone-accessories,phone-holders-mounts,1732091799967663855,"Giá đỡ điện thoại máy tính bảng  Kệ để ipad, taplet để bàn Acrylic chân xoay 360 độ gấp gọn tiện lợi S119",1732091823258568431,VND,8.000,,,4.8,6,60,7496304347120700143,Chợsiphụkiệnthanhlý,1755008717161,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-ipad-nhua-s119-xoay-360-%C4%91o-gap-gon-chat-lieu-acrylic/1732091799967663855
mobile-phone-accessories,phone-holders-mounts,1732034022268898212,"Giá Đỡ Điện Thoại Và Máy Tính Bảng Bằng Nhựa Gấp Gọn Thông Dụng Cầm Tay Mini, Thiết Kế Sáng Tạo",1732034022268963748,VND,9.353,18.707,50%,0.0,0,30,8648219621374986148,The Language of May,1754750733504,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-mini-gap-gon-tien-dung-thiet-ke-sang-tao/1732034022268898212
mobile-phone-accessories,phone-holders-mounts,1732227952036775743,"Miếng Dán Cốc Hút Gắn Tường, Hình Que Gắn Điện Thoại, Chống Trượt, Giá Đỡ Điện Thoại Cầm Tay Và Di Chuyển, Hình Vuông, Có 24 Cốc Hút Silicon",1732227952036841279,VND,17.020,,,4.0,8,301,8651369649855498047,SHY126,1756044744154,https://www.tiktok.com/shop/vn/pdp/mieng-dan-coc-hut-%C4%91ien-thoai-di-%C4%91ong-chong-truot-24-coc-hut/1732227952036775743
mobile-phone-accessories,phone-holders-mounts,1729668727778478347,"Giá đỡ điện thoại dạng nhẫn đeo tay trong suốt siêu bền/ Vòng Nhẫn Xỏ Ngón Kiêm Giá Đỡ Điện Thoại/ Iring, popsocket Cao Su Kem Phụ Kiện",1729709252487055627,VND,14.000,20.000,30%,5.0,46,495,7494970721731578123,Phụ kiện KOD,1754583073106,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-dang-nhan-%C4%91eo-tay-trong-suot-sieu-ben-iring-popsocket/1729668727778478347
mobile-phone-accessories,phone-holders-mounts,1731652569166874497,"Giá Đỡ Điện Thoại, Magsafe, Kim Loại, Hút Từ Tính Mạnh, Xoay 360 °, Vòng Gấp, Chất Liệu Hợp Kim, Cầm Tay, Thích Hợp Để Sử Dụng Máy Tính Để Bàn, Thiết Kế Sáng Tạo",1731652569166940033,VND,59.631,119.261,50%,0.0,0,2,8648432523826595713,MAE7BGHG1L,0,https://www.tiktok.com/shop/vn/pdp/1731652569166874497
mobile-phone-accessories,phone-holders-mounts,1732550571948410012,Popsocket giá đỡ điện thoại in theo yêu cầu hình tự chọn griptok in theo yêu câu- Én decor,1732550597179245724,VND,19.000,,,5.0,1,18,7496038555322386588,Én decor 02,1758464523198,https://www.tiktok.com/shop/vn/pdp/popsocket-gia-%C4%91o-%C4%91ien-thoai-in-theo-yeu-cau-hinh-tu-chon-griptok/1732550571948410012
mobile-phone-accessories,phone-holders-mounts,1732876071486325916,Ppo | Griptok Popsocket Giá đỡ điện thoại 5cm nlp shop Móc khoá mica - Xưởng in Én decor,1732876173383402652,VND,19.000,,,4.6,8,44,7496038555322386588,Én decor 02,0,https://www.tiktok.com/shop/vn/pdp/1732876071486325916
mobile-phone-accessories,phone-holders-mounts,1731958407427949999,"Giá Chân Đế Điện Thoại Di Động Để Bàn Bằng Kim Loại, K93, Xoay 360 °, Gấp Gọn Và Đa Chức Năng, Cầm Tay, Thích Hợp Để Phát Sóng Trực Tiếp Lười Biếng, Phim Truyền Hình, Học Tập Và Làm Việc, Có [Thanh Toán Khi Nhận Hàng]",1731958407428015535,VND,80.893,115.562,30%,4.3,9,103,8649373050894321071,jieyoushumakeji,0,https://www.tiktok.com/shop/vn/pdp/1731958407427949999
mobile-phone-accessories,phone-holders-mounts,1730716191806163710,giá đỡ điện thoại xe winner x v2 v3 mặt kẹp bấm 513,1730716231371033342,VND,50.000,,,4.3,7,67,7494974921014676222,shop phụ kiện TVT,1754582056452,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-tren-xe-winner-x-v2-v3-kep-bam-chac-chan/1730716191806163710
mobile-phone-accessories,phone-holders-mounts,1730183666212440974,"Giá đỡ điện thoại T9 Có Tăng Giảm Chiều Cao, Dễ Dàng Gấp Gọn, Chất Nhựa Chắc Bền Nhiều Màu",1730185395931089806,VND,6.800,9.900,31%,4.5,2156,22950,7495365999685962638,Linh kiện SG tool,1754754386074,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-t9-%C4%91ieu-chinh-%C4%91o-cao-thiet-ke-gap-gon-tien-loi/1730183666212440974
mobile-phone-accessories,phone-holders-mounts,1729778902705342639,Giá Đỡ Điện Thoại Trên Ô Tô C13 Kiêm Sạc Không Dây Thiết Kế Khe Gió Phụ Kiện Phone Phụ Tùng Kem,1729865784724719791,VND,229.000,379.000,40%,4.7,258,3135,7494790140334934191,GCAR.STORE,1754753245177,https://www.tiktok.com/shop/vn/pdp/gia-%C4%91o-%C4%91ien-thoai-o-to-c13-kiem-sac-nhanh-thiet-ke-thoi-trang/1729778902705342639
mobile-phone-accessories,cases-screen-protectors-stickers,1729828462951106788,"Kính Cường Lực iPhone Khung Tự Dán, Tự Hút Bụi, Chống Nhìn Trộm, Full Màn - Ốp lưng iPhone X/XS/11/12/13/14/15/16/17/Pro/Max",1732245591471982820,VND,24.900,60.000,59%,4.4,1080,8859,7495071498269133028,Shin Case - Phụ kiện iphone,1754758128926,https://www.tiktok.com/shop/vn/pdp/kinh-cuong-luc-iphone-tu-dan-chong-soc-bui-nhieu-mau/1729828462951106788
mobile-phone-accessories,cases-screen-protectors-stickers,1731879580648442720,Ốp Lưng IPhone 17 15 13 16 11 12 14 Pro Max XR 15 16 7 8 6 Plus X XS Max Sang Trọng Trong Suốt Đơn Giản Trong Suốt,1731879657450539872,VND,18.900,25.000,24%,4.6,763,9671,7496062774682422112,babycasevn,1755011960300,https://www.tiktok.com/shop/vn/pdp/vo-%C4%91ien-thoai-tpu-mem-cho-iphone-series-thiet-ke-thoi-trang/1731879580648442720
mobile-phone-accessories,cases-screen-protectors-stickers,1729850618522732588,"Ốp Lưng iPhone, Tương Thích Với 17, 17Pro, 17Promax, 11, 12, 7plus, 11Promax, 15Pro, 13Pro, 14, 11Pro, 16Promax, 16, Thiết Kế Đơn Giản, Màu Xanh Dương Trong Suốt, Chống Sốc, Bảo Vệ, Vỏ Mềm, Bảo Vệ Màng Ống Kính Tích Hợp",1729850618522798124,VND,39.690,49.000,19%,4.7,11609,142560,8646969727354831916,Excellent phone case,1754843668559,https://www.tiktok.com/shop/vn/pdp/op-lung-iphone-mau-xanh-duong-trong-suot-mem-mai-bao-ve-camera-tich-hop/1729850618522732588
mobile-phone-accessories,cases-screen-protectors-stickers,1732708229058496143,"Ốp Vòng Tay Kitty Nơ, Thích Hợp Cho Samsung A36, A30, A30s, A14, A15, A35, A05S, A16, A12, A26, A34, A54, A56, A51, A06, A55, A25, A52s, A04s, A53, A03, A11, A52, A04, A20, A13, A31, A33, A22, A24, A50, A23",1732708181667645071,VND,18.999,25.000,24%,4.8,22,183,8647069641209382543,picca case,1759587916550,https://www.tiktok.com/shop/vn/pdp/op-lung-%C4%91ien-thoai-kitty-no-cho-samsung-a-series-thiet-ke-%C4%91ang-yeu/1732708229058496143
mobile-phone-accessories,cases-screen-protectors-stickers,1732147568134817328,"Kính Cường Lực tự Hút bụi khung tự dán rút Chống Nhìn Trộm, siêu trong suốt cho iPhone Black Arriow (mua 2 kính tặng 1 mèo)",1732147801997477424,VND,13.720,28.000,51%,3.9,53,1205,7496116004042148400,Xưởng Siêu Deal,1755011262340,https://www.tiktok.com/shop/vn/pdp/kinh-cuong-luc-sieu-trong-suot-cho-iphone-bao-ve-man-hinh/1732147568134817328
mobile-phone-accessories,cases-screen-protectors-stickers,1731399122220910912,"Ốp Lưng IPhone Họa Tiết Mèo Dingdang, Thiết Kế Thời Trang Hoạt Hình, Tương Thích Với IP 11 / 16 / 15 / 14 / 13 / 12 / Pro Max 7 / 8 Plus XSMAX X XR SE2020, Ốp Mềm Silicon, Cung Cấp Sự Bảo Vệ Tuyệt Đối",1731399116841847104,VND,39.000,,,4.5,169,2302,8647879683381888320,Picture Case,1754758239850,https://www.tiktok.com/shop/vn/pdp/op-lung-iphone-hoa-tiet-meo-dingdang-silicon-mem-mai/1731399122220910912
mobile-phone-accessories,cases-screen-protectors-stickers,1729780570982156452,"Vỏ từ tính cho iPhone , 11, 12, 13, 14, 15 Pro Max, vỏ sạc không dây cho iPhone , 8, X, XS , XR, XS MAX, 12MINI, 13, Ốp Điện Thoạinam châm MINI",1729780570982221988,VND,23.800,44.500,47%,4.5,1689,24944,8646920629503558820,vnqd3c,0,https://www.tiktok.com/shop/vn/pdp/1729780570982156452
mobile-phone-accessories,cases-screen-protectors-stickers,1729812082050304365,"Ốp Điện Thoại Silicon Mềm, Ốp Màu Pastel, Dành Cho iPhone 15, 11, 12, 13, 14, Pro Max, X, XS MAX, XR, Thời Trang, Có Bảo Vệ Ống Kính Dopamine, Ốp Ốp Lưng Sốc",1729812082050369901,VND,17.800,30.000,41%,4.4,22,474,8647100086566552941,JISU,0,https://www.tiktok.com/shop/vn/pdp/1729812082050304365
mobile-phone-accessories,cases-screen-protectors-stickers,1731098093641697508,"Ốp Lưng iPhone Silicon Trong Suốt Mềm Chống Sốc, Cao Cấp Bảo Vệ Camera - iP 7/8/Plus/X/XS/11/12/13/14/15/16/17/Pro/Max",1731098142230874340,VND,9.900,15.000,34%,4.1,217,3333,7495071498269133028,Shin Case - Phụ kiện iphone,1754844863579,https://www.tiktok.com/shop/vn/pdp/op-lung-iphone-silicon-trong-suot-mem-chong-soc-bao-ve-camera/1731098093641697508
mobile-phone-accessories,cases-screen-protectors-stickers,1731605232613229694,[WEKOME x Luongtoanthang712] DEAL ĐỘC QUYỀN  Cường Lực KigKong Hộp Sắt WK DESIG WTP 038 / WTP 081 / WTP 126,1731605396656784510,VND,366.000,,,4.7,1544,22219,7495050543421425790,WEKOME STORE,1755015413902,https://www.tiktok.com/shop/vn/pdp/mieng-dan-man-hinh-%C4%91ien-thoai-kinh-cuong-luc-full-man-wk/1731605232613229694
mobile-phone-accessories,cases-screen-protectors-stickers,1731202809416418416,"Phát Sáng 3d, Phim Khung Phát Sáng, Phim Lưng, Chống Trầy Xước, Chống Vân Tay, Tương Thích Với iPhone 12 / 13 / 14 / 15 / 17 / 17air / 17pro / 17pro Max / 16 Pro Max / 16plus / 16 Series, Ưu Đãi Trong Thời Gian Có Hạn",1731202809416615024,VND,102.850,144.408,29%,4.3,579,9618,8649143410351637616,Aosili,1754757342105,https://www.tiktok.com/shop/vn/pdp/phim-lung-3d-cho-iphone-12-16-pro-max-chong-tray-xuoc/1731202809416418416
mobile-phone-accessories,cases-screen-protectors-stickers,1732020749561727094,"Ốp Điện Thoại Apple, Thiết Kế Mắt Trừu Tượng Sáng Tạo, Tương Thích Với iPhone 16ProMax, iPhone15 / 14 / 13 / 12, Chất Liệu Thạch, Kiểu 11",1732020703237671030,VND,17.421,60.071,71%,4.4,26,537,8649079278411416694,Tidalshellzz,1754497862382,https://www.tiktok.com/shop/vn/pdp/op-%C4%91ien-thoai-iphone-16promax-mat-truu-tuong-sang-tao-chat-lieu-thach-tuong-thich-iphone-15-14-/1732020749561727094
mobile-phone-accessories,cases-screen-protectors-stickers,1730804154918734635,"Ốp Silicon Mềm Lì Siêu Mỏng, Thiết Kế Sang Trọng, Độ Dày 0.3Mm, Tương Thích Với iPhone 16, 15, 14, 13, 12, 11, Pro Max, Plus Và Mini, Ốp Lưng TPU Nhám Trong Suốt",1730804131329313579,VND,12.905,33.035,61%,4.6,2586,34019,8647737425359701803,VICHENG,1754756212162,https://www.tiktok.com/shop/vn/pdp/op-silicon-mem-li-sieu-mong-cho-iphone-0-3mm-sang-trong-chong-van-tay/1730804154918734635
mobile-phone-accessories,cases-screen-protectors-stickers,1729641290356984615,"[Có ốp IP17] Ốp lưng Likgus trong suốt dành cho iPhone, Viền dẻo chống sốc, mặt lưng trong cứng chống ố, giúp bảo vệ điện thoại khỏi va đập và trầy xước Phụ Kiện",1729641798307384103,VND,77.000,90.000,14%,4.8,4296,43358,7494641343999085351,Phụ kiện Thaovn,1754751495744,https://www.tiktok.com/shop/vn/pdp/op-lung-likgus-trong-suot-cho-iphone-chong-soc-o-yellow/1729641290356984615
mobile-phone-accessories,cases-screen-protectors-stickers,1732516335243199515,"Ốp Lì Nano Kính, Chính Hãng, Dành Cho iPhone 17, Air 16, 15, 14, 13, Pro Max, 17Pro, Từ Tính, Có Sạc Không Dây Magsafe, Áo Giáp Funda",1732516335243265051,VND,119.000,168.960,30%,4.8,13,279,8650648607699338267,BUBUYIER,1758464535497,https://www.tiktok.com/shop/vn/pdp/op-lung-iphone-17-16-15-14-13-pro-max-thiet-ke-%C4%91ep-ben/1732516335243199515
mobile-phone-accessories,cases-screen-protectors-stickers,1729632749357730245,[5 cái+1 quà tặng]- Ốp Lưng IPhone ngẫu nhiên- Takico Phụ Kiện,1732821465021253061,VND,49.990,,,4.7,6037,57436,7494717440267094469,TAKICO Store,1754578296379,https://www.tiktok.com/shop/vn/pdp/op-lung-iphone-thanh-ly-phu-kien-takico-cho-%C4%91ien-thoai/1729632749357730245
mobile-phone-accessories,cases-screen-protectors-stickers,1731554377213969503,"Ốp Cho iPhone 6, 6S, 7, 8 Plus, Ốp Điện Thoại TPU, Chống Sốc, Thiết Kế Mới, Nắp Phụ Kiện Nơ Tình Yêu, SZ02, 2025",1731554377214035039,VND,19.920,62.249,68%,4.3,29,476,8650131520156304479,WX1999,1754416112380,https://www.tiktok.com/shop/vn/pdp/op-tpu-chong-soc-cho-iphone-6-6s-7-8-plus-nap-no-tinh-yeu/1731554377213969503
mobile-phone-accessories,cases-screen-protectors-stickers,1730992815860124513,"[Dành Cho iPhone 17 - 11] Ốp magsafe SLIM ViGear siêu mỏng chỉ 0.9mm, từ tính dành cho điện thoại siêu mỏng, nhựa cứng, lì sang trọng",1730992844320443233,VND,59.000,100.000,41%,4.5,5687,73220,7495104080894987105,Vigear,1754579768902,https://www.tiktok.com/shop/vn/pdp/op-magsafe-slim-vigear-sieu-mong-0-9mm-tuong-thich-iphone-11-16-pro-max/1730992815860124513
mobile-phone-accessories,cases-screen-protectors-stickers,1729544390189746838,Kính cường Lực Trong Suốt Dành Cho Iphone Xs max 14 ProMax 11 Pro max 13 Pro max 7 Plus 8 Plus X Xs 12 Pro max 15 16 Pro Max 6 6s không full,1730004515346418326,VND,1.950,5.000,61%,4.5,352,4844,7494787702458124950,shop phụ kiện SKY,0,https://www.tiktok.com/shop/vn/pdp/1729544390189746838
mobile-phone-accessories,cases-screen-protectors-stickers,1730834764560435364,Vỏ bảo vệ điện thoại cứng trong suốt Tương thích với iPhone 16 15 14 13 12 Pro Max Plus,1730834753702824100,VND,25.000,40.000,38%,4.3,4689,60418,8646920629503558820,vnqd3c,0,https://www.tiktok.com/shop/vn/pdp/1730834764560435364
mobile-phone-accessories,cables-chargers-adapters,1731893416885061359,Sạc nhanh không dây Ugreen Magsafe 15W Max Mganetic cho iPhone 16 Pro Max 15/ 14 / 13 / 12,1731893424678143727,VND,88.000,158.000,44%,4.0,37,464,8648304257030194927,XLink,1754841598311,https://www.tiktok.com/shop/vn/pdp/sac-khong-day-ugreen-magsafe-15w-cho-iphone-16-15-14-13-12-airpods-pro/1731893416885061359
mobile-phone-accessories,cables-chargers-adapters,1729789107265964225,"Bộ củ, cáp sạc nhanh dù 20w tuyec -C to lai ning dành cho dòng ip bản chân tròn, sạc  nhanh cho Điện thoại từ 8 đến 14prm, sạc 30 phút lên 50%,Bảo hành 6 tháng",1729789107266029761,VND,119.000,,,4.8,872,10305,7495357512646166721,phụ kiện điện thoại 008,1755101631583,https://www.tiktok.com/shop/vn/pdp/bo-cu-cap-sac-nhanh-du-20w-type-c-lightning-sac-50-30-phut/1729789107265964225
mobile-phone-accessories,cables-chargers-adapters,1732307428399023527,"Cáp Sạc Giá Rẻ Kèm Theo - 2, Sản Phẩm",1732307428610377127,VND,10.000,,,0.0,0,414,7495879816569194919,gia dụng thông minh 54,1756652750516,https://www.tiktok.com/shop/vn/pdp/cap-sac-gia-re-kem-theo-dai-20cm-phu-kien-%C4%91ien-thoai-laptop/1732307428399023527
mobile-phone-accessories,cables-chargers-adapters,1731653684634093680,"Sạc nhanh dành cho iPhone 20w: dây dài 1.5m, C to L, C to C, sạc nhanh từ iP X - 16 Pro Max, dây bọc dù, củ sạc GAN 20W - ViGEAR",1731653754029443184,VND,89.000,149.000,40%,4.5,170,2136,7494537182149576816,Pikapi Store,1755101173429,https://www.tiktok.com/shop/vn/pdp/sac-nhanh-iphone-20w-dai-1-5m-cong-c-to-l-c-to-c-gan/1731653684634093680
mobile-phone-accessories,cables-chargers-adapters,1729567164703934831,Cáp sạc nhanh PD20W bọc dù bền đẹp 1m/2m/3m Type-C to L Hoco X14-Hoco X56 Phụ Kiện Sạc Điện Thoại capsacnhanh  20w,1729692768401000815,VND,74.100,90.000,18%,4.6,385,3826,7494537679024261487,Phụ Kiện Điện Thoại Hoco VN,0,https://www.tiktok.com/shop/vn/pdp/1729567164703934831
mobile-phone-accessories,cables-chargers-adapters,1731772385326761119,"Cáp sạc nhanh Type C - Lightning 20W dài 1M cho IP 5,6,7,8. plus x. xs.max 11 12 13 14 promax",1731772417745978527,VND,47.025,99.000,53%,4.7,74,980,7495530164574521503,NĐ Store VN,1754577452433,https://www.tiktok.com/shop/vn/pdp/cap-sac-nhanh-type-c-lightning-20w-1m-cho-ip-5-14-sac-an-toan-bao-hanh-12-thang/1731772385326761119
mobile-phone-accessories,cables-chargers-adapters,1732002007050193623,"Hoco Bộ Sạc Nhanh PD-20W C76 Plus Đầu Ra Type-C To L Hỗ Trợ Sạc Nhanh Cho Điện Thoại, Bảo Hành 1 Năm Lỗi 1 Đổi 1",1732554401557743319,VND,85.500,150.000,43%,4.8,585,7736,7496107963391052503,Khánh An - Technology,1754751800384,https://www.tiktok.com/shop/vn/pdp/bo-sac-nhanh-pd-20w-c76-plus-type-c-9v-2-22a-12v-1-67a/1732002007050193623
mobile-phone-accessories,cables-chargers-adapters,1731638946659796534,"[LIVESTREAM] Bộ Sạc Nhanh 120W GaN Pro+ Tranyoo US8 Cổng Type-C Sạc Nhanh W PPS, PD3.1, UFCS - Sạc Cho Điện Thoại Và Laptop Chuẩn PD củ sạc 120w sạc nhanh 120w Phụ Kiện sạc điện thoại, laptop",1731716005242373686,VND,308.999,441.429,30%,4.7,127,682,7495330054045796918,TRANYOO VIETNAM,1754752639613,https://www.tiktok.com/shop/vn/pdp/tranyaan-bo-sac-nhanh-usb-c-120w-gan-pro-sac-sieu-toc/1731638946659796534
mobile-phone-accessories,cables-chargers-adapters,1730532807311722895,"Bộ sạc nhanh, Tương thích với Android Micro 2A 5V, Cáp sạc, Sạc nhanh USB, Bộ sạc Type C, Bảo vệ bộ sạc",1730532807311853967,VND,29.900,,,4.1,137,1520,8647117522145543567,qifeng,1755014498381,https://www.tiktok.com/shop/vn/pdp/bo-sac-nhanh-type-c-tuong-thich-android-ios-5v-2a/1730532807311722895
mobile-phone-accessories,cables-chargers-adapters,1731873831072335641,"Bộ sạc không dây từ tính, 15W, dành cho iPhone (16, 15, 14, 13, 12, 11, XR, XS, X, Pro Max, 8, Bộ sạc không dây Qi sạc nhanh 1m, Bộ Chuyển Đổi sạc Airpods",1731873831072401177,VND,39.652,,,2.6,5,132,8647764751386642201,Accessories 3C Direct Store,1754692297479,https://www.tiktok.com/shop/vn/pdp/bo-sac-khong-day-tu-tinh-olaf-15w-cho-iphone-airpods/1731873831072335641
mobile-phone-accessories,cables-chargers-adapters,1731752832109742237,"Cáp Dữ Liệu Bốn Trong Một, 240W, Sạc Nhanh PD, Chất Liệu Silicon Mềm Lỏng, Thích Hợp Cho iPhone Và Type-C, Hàng Mới Về Năm 2024",1731752832109807773,VND,60.000,85.714,30%,4.3,246,1725,8646926830930330781,New wisdom zao3c,0,https://www.tiktok.com/shop/vn/pdp/1731752832109742237
mobile-phone-accessories,cables-chargers-adapters,1730886105574049999,"Cáp Sạc Nhanh 3 Đầu 120W Dài 1.2m. Cáp sạc hợp kim kẽm, có đèn LED, siêu bền - Dây sạc 3 in 1, Dây Sạc 3 Trong 1, Cáp sạc điện thoại",1730886136937810127,VND,10.000,20.000,50%,4.2,1685,15958,7495462201610701007,Phụ Kiện - Ánh Sáng,1754690813724,https://www.tiktok.com/shop/vn/pdp/cap-sac-nhanh-3-%C4%91au-120w-%C4%91en-led-sieu-ben-1-2m-3-in-1/1730886105574049999
mobile-phone-accessories,cables-chargers-adapters,1732133869698582011,"Sạc nhanh, PD 30W, Cáp sạc nhanh, Áp dụng cho iPhone 14, 13, 12, 11, Pro Max, XS, XR, X, 8 Plus, 7, 6, Điện thoại và iPad, Phụ kiện iPod",1732288918137046523,VND,20.500,31.620,35%,4.0,1233,14007,7496310234358188539,ChargeTech Hub,1754749015864,https://www.tiktok.com/shop/vn/pdp/bo-sac-nhanh-pd-30w-cho-iphone-14-13-12-11-pro-max-%C4%91am-bao-chat-luong-1-%C4%91oi-1-day-sac-nhan/1732133869698582011
mobile-phone-accessories,cables-chargers-adapters,1730410284037605760,"Bộ Chuyển Đổi Sạc Nhanh Sang Tai Nghe 3.5MM, Tương Thích Với iPhone 14, 13, 12, 11, Cổng Loại C Sang 3.5, Bộ Chuyển Đổi Âm Thanh Tai Nghe,Phụ Kiện Nghe Nhạc, Tương Thích Với Hệ Điều Hành IOS 15 Và Samsung",1730410284037736832,VND,41.559,43.746,5%,4.9,7,53,8647565929029469568,3C Global Digital Store,1754754685094,https://www.tiktok.com/shop/vn/pdp/bo-chuyen-%C4%91oi-sac-nhanh-sang-tai-nghe-3-5mm-cho-iphone-samsung/1730410284037605760
mobile-phone-accessories,cables-chargers-adapters,1730850751390255589,"Cáp Sạc Nhanh, Toocki, USB-A Sang IOS 2.4A, Cáp Dữ Liệu Sạc Nhanh, Tương Thích Với iPhone 14, 13, 12, Pro Max, X, XS, XR, 8, 7, 6 Plus, iPad, Cáp USB Sang IP, Dây Dữ Liệu iPhone Phụ Kiện",1730850751390321125,VND,46.900,72.154,35%,4.3,106,1703,8647319997345859045,Toockiflagshipstore,1754843031423,https://www.tiktok.com/shop/vn/pdp/cap-sac-nhanh-toocki-usb-a-sang-ios-2-4a-cho-iphone-ipad/1730850751390255589
mobile-phone-accessories,cables-chargers-adapters,1731554920556432173,"[Trực tiếp độc quyền] UGREEN Cáp loại C, dài 1 mét, 3A,Cable SKU: 60116",1731554808365157165,VND,41.000,99.000,59%,4.9,8,192,7495889090776632109,UGREEN Vietnam Shop,1755097633035,https://www.tiktok.com/shop/vn/pdp/ugreen-cap-loai-c-1m-3a-cap-sac-%C4%91a-nang-%C4%91o-ben-cao-chat-luong-tuyet-voi/1731554920556432173
mobile-phone-accessories,cables-chargers-adapters,1730514974959242186,"Cáp sạc Type-C to Type-C. Dành cho Táo 15–16prmmaxx. Bọc dù chống đứt gãy gập, có độ dài 1m. Max công suất 60W Phụ Kiện Sạc Điện Thoại Phone",1732132374929640394,VND,54.000,70.000,23%,4.7,373,6405,7495305009764469706,Phụ kiện 397,0,https://www.tiktok.com/shop/vn/pdp/1730514974959242186
